year,quarter,region,city,weighs,gender,age,work_class,hours_worked_w,tot_income,ed_lvl,med_care,read_write,CH10,CH11,h_ed_lvl,CH13,nationality,PP04A
2023,4,40,18,265,2,49,3,20.0,320000.0,6,1,1,2,0,6,1,1,1.0
2023,4,40,18,213,2,59,2,28.0,147000.0,2,3,1,2,0,2,1,1,2.0
2023,4,40,18,213,1,39,2,21.0,40000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,18,213,1,34,2,18.0,45000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,18,213,2,25,3,48.0,120000.0,4,3,1,2,0,4,1,1,2.0
2023,4,40,18,213,1,22,3,12.0,52000.0,2,3,1,2,0,2,1,1,1.0
2023,4,40,18,368,2,51,3,10.0,200000.0,6,1,1,2,0,7,1,1,1.0
2023,4,42,26,364,1,43,2,40.0,700000.0,6,4,1,2,0,7,1,3,2.0
2023,4,42,26,364,2,38,3,48.0,360000.0,6,1,1,2,0,7,1,3,1.0
2023,4,42,26,184,1,68,3,20.0,380000.0,6,1,1,2,0,6,1,1,1.0
2023,4,42,26,184,2,55,3,20.0,260000.0,6,1,1,2,0,6,1,1,1.0
2023,4,42,26,148,1,59,3,40.0,500000.0,6,1,1,2,0,8,1,1,1.0
2023,4,1,32,1775,1,76,2,12.0,310000.0,3,1,1,2,0,4,2,1,2.0
2023,4,1,32,3129,2,49,3,20.0,600000.0,6,1,1,2,0,6,1,1,2.0
2023,4,1,32,3129,1,20,3,40.0,200000.0,3,1,1,2,0,4,2,1,2.0
2023,4,1,32,3357,1,39,3,32.0,420000.0,6,1,1,2,0,7,1,1,2.0
2023,4,40,29,361,1,28,3,96.0,350000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,29,361,1,24,3,60.0,250000.0,3,1,1,2,0,4,2,1,2.0
2023,4,40,29,361,2,20,3,45.0,190000.0,3,1,1,2,0,4,2,1,3.0
2023,4,1,33,1656,1,57,3,40.0,200000.0,6,1,1,2,0,6,1,3,2.0
2023,4,1,33,2216,1,55,3,56.0,350000.0,5,1,1,1,1,7,2,1,2.0
2023,4,1,33,2216,2,27,3,36.0,160000.0,4,4,1,2,0,4,1,1,2.0
2023,4,1,33,2254,2,26,3,48.0,150000.0,5,1,1,1,1,7,2,1,2.0
2023,4,1,33,2254,1,27,2,42.0,200000.0,6,4,1,2,0,6,1,3,2.0
2023,4,43,14,217,1,28,3,48.0,400000.0,3,4,1,2,0,4,2,1,2.0
2023,4,43,14,140,1,34,3,40.0,170000.0,3,4,1,2,0,4,2,1,2.0
2023,4,42,10,772,1,29,2,30.0,250000.0,5,1,1,2,0,7,2,1,2.0
2023,4,42,10,657,1,60,2,24.0,35000.0,3,1,1,2,0,4,2,2,2.0
2023,4,40,18,368,1,54,3,40.0,300000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,18,274,2,52,3,48.0,119000.0,6,4,1,2,0,6,1,1,2.0
2023,4,40,18,274,1,51,2,30.0,90000.0,1,4,1,2,0,2,2,1,2.0
2023,4,40,18,274,1,49,2,20.0,87000.0,1,4,1,2,0,2,2,1,2.0
2023,4,44,20,207,1,24,3,42.0,250000.0,3,4,1,2,0,4,2,1,2.0
2023,4,44,20,207,2,50,3,35.0,200000.0,2,4,1,2,0,2,1,1,2.0
2023,4,43,14,155,1,53,3,45.0,900000.0,6,1,1,2,0,7,1,2,2.0
2023,4,43,14,105,2,38,3,48.0,200000.0,3,1,1,2,0,4,2,1,2.0
2023,4,43,14,105,2,20,3,24.0,144000.0,4,4,1,2,0,4,1,1,2.0
2023,4,43,14,70,1,47,2,36.0,60000.0,6,4,1,2,0,6,1,1,2.0
2023,4,1,33,2136,1,42,3,50.0,340000.0,4,1,1,2,0,4,1,1,2.0
2023,4,1,33,2136,2,42,3,30.0,210000.0,4,1,1,2,0,4,1,1,1.0
2023,4,44,20,182,1,54,3,56.0,350000.0,2,1,1,2,0,2,1,4,2.0
2023,4,44,20,143,2,58,3,36.0,600000.0,4,1,1,2,0,4,1,4,2.0
2023,4,1,33,52,1,36,3,24.0,146000.0,3,1,1,2,0,4,2,1,1.0
2023,4,1,33,52,2,39,3,30.0,209000.0,4,1,1,2,0,4,1,1,1.0
2023,4,1,33,338,2,47,3,24.0,80000.0,4,4,1,2,0,4,1,1,2.0
2023,4,1,33,2582,2,48,3,36.0,80000.0,4,1,1,2,0,4,1,4,2.0
2023,4,42,10,455,1,48,2,8.0,20000.0,3,4,1,2,0,4,2,1,2.0
2023,4,42,10,554,1,46,2,84.0,300000.0,5,1,1,2,0,6,2,1,2.0
2023,4,42,10,541,2,50,3,8.0,200000.0,6,12,1,2,0,7,1,3,2.0
2023,4,42,10,654,1,58,3,48.0,200000.0,2,4,1,2,0,2,1,1,2.0
2023,4,42,10,654,1,33,3,35.0,100000.0,2,4,1,2,0,2,1,1,2.0
2023,4,42,10,654,1,28,3,32.0,120000.0,2,4,1,2,0,2,1,1,2.0
2023,4,43,14,70,2,47,2,9.0,80000.0,6,4,1,2,0,6,1,1,2.0
2023,4,43,6,167,1,53,3,60.0,350000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,6,246,2,70,3,18.0,90000.0,2,1,1,2,0,2,1,1,2.0
2023,4,43,6,230,1,44,1,24.0,400000.0,4,4,1,2,0,4,1,1,2.0
2023,4,43,4,646,1,65,2,40.0,320000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,4,742,1,50,3,40.0,300000.0,3,1,1,2,0,4,2,1,2.0
2023,4,40,29,474,1,34,3,60.0,250000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,29,523,1,41,2,20.0,250000.0,6,2,1,2,0,7,1,1,2.0
2023,4,40,29,332,2,63,2,44.0,1500000.0,1,1,2,2,0,2,2,1,2.0
2023,4,40,29,332,1,60,2,12.0,50000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,29,332,2,33,3,33.0,94000.0,2,4,1,2,0,2,1,1,2.0
2023,4,44,31,399,1,28,3,35.0,380000.0,4,1,1,2,0,4,1,1,1.0
2023,4,44,31,270,1,27,3,45.0,360000.0,4,1,1,2,0,4,1,3,2.0
2023,4,44,31,59,2,33,3,35.0,400000.0,6,1,1,2,0,7,1,3,1.0
2023,4,44,31,149,1,38,3,45.0,470000.0,4,1,1,2,0,4,1,1,2.0
2023,4,44,31,189,1,36,3,45.0,800000.0,5,1,1,1,1,6,2,3,2.0
2023,4,44,31,210,2,21,3,42.0,150000.0,5,3,1,1,1,6,2,1,2.0
2023,4,44,31,210,1,19,2,48.0,150000.0,4,3,1,2,0,4,1,3,2.0
2023,4,40,18,186,2,25,3,30.0,40000.0,3,4,1,2,0,4,2,1,2.0
2023,4,43,6,205,2,42,2,54.0,163000.0,6,1,1,2,0,6,1,2,2.0
2023,4,41,7,434,1,40,2,28.0,800000.0,6,1,1,2,0,7,1,3,2.0
2023,4,41,7,266,2,42,3,20.0,159200.0,2,4,1,2,0,2,1,1,2.0
2023,4,41,7,266,1,23,3,50.0,70000.0,3,4,1,2,0,4,2,1,2.0
2023,4,41,7,393,2,37,3,20.0,270500.0,2,4,1,2,0,2,1,1,2.0
2023,4,43,6,102,1,36,3,72.0,150000.0,3,1,1,2,0,4,2,1,2.0
2023,4,43,6,102,2,43,3,18.0,103000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,6,154,2,37,3,30.0,150000.0,6,1,1,2,0,6,1,1,1.0
2023,4,41,7,258,1,27,3,36.0,150000.0,3,1,1,2,0,4,2,1,1.0
2023,4,41,7,258,2,27,3,20.0,270000.0,4,1,1,2,0,4,1,1,1.0
2023,4,41,7,363,1,30,3,45.0,280000.0,3,1,1,2,0,4,2,1,2.0
2023,4,40,29,407,1,43,2,48.0,100000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,29,407,2,30,3,12.0,89000.0,4,1,1,2,0,4,1,1,1.0
2023,4,40,29,407,1,33,2,40.0,120000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,29,341,2,42,3,30.0,72000.0,4,2,1,2,0,4,1,1,2.0
2023,4,40,29,341,2,38,3,54.0,80000.0,4,2,1,2,0,4,1,1,2.0
2023,4,40,29,475,1,43,3,30.0,212000.0,4,1,1,2,0,4,1,1,1.0
2023,4,40,29,475,2,43,3,30.0,180000.0,4,1,1,2,0,4,1,1,1.0
2023,4,40,29,475,1,22,3,48.0,90000.0,4,2,1,2,0,4,1,1,2.0
2023,4,43,13,1197,1,38,3,40.0,300000.0,6,2,1,2,0,6,1,1,2.0
2023,4,43,13,989,2,65,2,28.0,462000.0,3,1,1,2,0,4,2,3,2.0
2023,4,43,13,989,1,63,2,12.0,424000.0,1,1,1,2,0,2,2,3,2.0
2023,4,43,13,989,2,23,2,15.0,480000.0,4,1,1,2,0,5,1,1,2.0
2023,4,41,12,544,1,93,3,54.0,180000.0,6,1,1,2,0,6,1,2,2.0
2023,4,41,12,338,1,19,3,30.0,115000.0,3,1,1,2,0,4,2,1,2.0
2023,4,41,12,338,1,51,3,16.0,230000.0,3,1,1,2,0,4,2,1,1.0
2023,4,41,12,614,2,33,3,30.0,60000.0,5,4,1,1,1,7,2,2,1.0
2023,4,44,17,356,1,54,3,49.0,600000.0,4,1,1,2,0,4,1,5,2.0
2023,4,44,17,432,2,26,3,60.0,380000.0,6,1,1,2,0,7,1,2,1.0
2023,4,44,17,432,1,23,3,84.0,400000.0,5,1,1,1,2,7,2,2,2.0
2023,4,44,17,299,2,60,2,6.0,60000.0,3,1,1,2,0,4,2,3,2.0
2023,4,44,17,299,1,49,3,40.0,400000.0,4,1,1,2,0,4,1,3,2.0
2023,4,44,17,319,1,34,2,35.0,50000.0,5,4,1,1,1,7,2,1,2.0
2023,4,40,23,238,2,63,2,28.0,156000.0,2,1,1,2,0,2,1,2,2.0
2023,4,40,23,238,1,26,2,4.0,50000.0,4,4,1,2,0,4,1,1,2.0
2023,4,41,7,657,2,39,3,4.0,57000.0,3,4,1,2,0,4,2,1,2.0
2023,4,41,7,416,2,29,2,28.0,125600.0,3,4,1,2,0,3,2,1,2.0
2023,4,42,26,171,2,81,3,60.0,224459.0,1,1,1,2,0,2,2,2,2.0
2023,4,42,26,238,1,27,3,42.0,300000.0,5,4,1,1,2,7,2,1,2.0
2023,4,42,26,119,1,60,3,40.0,480000.0,2,1,1,2,0,2,1,1,2.0
2023,4,42,26,119,2,56,3,40.0,400000.0,6,1,1,2,0,6,1,1,1.0
2023,4,43,34,669,1,29,3,40.0,100000.0,6,1,1,2,0,7,1,2,1.0
2023,4,43,2,835,2,41,2,2.0,40000.0,6,1,1,2,0,7,1,1,2.0
2023,4,43,3,366,1,25,3,30.0,140000.0,6,1,1,2,0,6,1,2,2.0
2023,4,43,3,263,2,25,3,40.0,350000.0,6,1,1,2,0,7,1,2,1.0
2023,4,43,3,219,1,27,3,50.0,280000.0,4,1,1,2,0,4,1,3,1.0
2023,4,41,12,234,2,36,2,40.0,300000.0,6,1,1,2,0,7,1,1,2.0
2023,4,41,12,243,1,59,1,22.0,180000.0,2,4,1,2,0,2,1,1,2.0
2023,4,41,12,243,2,30,3,36.0,380000.0,5,4,1,2,0,6,2,1,2.0
2023,4,41,12,243,1,36,3,22.0,140000.0,3,4,1,2,0,4,2,1,2.0
2023,4,41,12,243,1,30,3,72.0,500000.0,3,1,1,2,0,4,2,3,2.0
2023,4,44,9,235,2,62,3,46.0,240000.0,2,1,1,2,0,2,1,1,2.0
2023,4,44,9,235,2,41,3,40.0,400000.0,4,1,1,2,0,4,1,1,2.0
2023,4,44,9,235,1,22,3,32.0,120000.0,4,4,1,2,0,4,1,1,2.0
2023,4,44,9,296,1,31,3,35.0,450000.0,5,1,1,2,0,6,2,1,1.0
2023,4,44,9,296,2,30,3,15.0,320000.0,6,1,1,2,0,6,1,3,1.0
2023,4,42,10,568,1,32,1,48.0,400000.0,4,12,1,2,0,4,1,1,2.0
2023,4,42,10,568,2,38,2,30.0,80000.0,5,2,1,1,2,7,2,1,2.0
2023,4,42,10,500,1,29,3,70.0,400000.0,6,1,1,2,0,6,1,2,2.0
2023,4,40,23,272,2,65,2,4.0,198000.0,6,1,1,2,0,6,1,1,2.0
2023,4,40,23,277,2,30,3,30.0,253000.0,6,2,1,2,0,6,1,3,2.0
2023,4,44,93,71,1,63,3,35.0,260000.0,4,1,1,2,0,4,1,2,1.0
2023,4,40,23,327,2,41,2,24.0,60000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,3,440,2,38,3,12.0,80000.0,3,4,1,2,0,4,2,1,2.0
2023,4,43,3,440,1,39,3,45.0,155000.0,3,4,1,2,0,4,2,1,2.0
2023,4,42,26,241,1,27,2,45.0,240000.0,2,4,1,2,0,2,1,3,2.0
2023,4,42,26,264,2,36,3,30.0,391900.0,2,1,1,2,0,2,1,1,1.0
2023,4,42,26,264,1,42,2,30.0,120000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,18,182,1,52,3,25.0,310000.0,6,1,1,2,0,7,1,1,1.0
2023,4,40,18,182,2,49,3,20.0,250000.0,6,1,1,2,0,7,1,1,1.0
2023,4,40,18,182,2,24,3,12.0,60000.0,5,1,1,1,1,6,2,1,2.0
2023,4,40,18,1657,1,43,1,18.0,80000.0,4,4,1,2,0,4,1,1,2.0
2023,4,40,18,913,2,25,3,56.0,80000.0,2,4,1,2,0,2,1,1,2.0
2023,4,44,17,205,2,39,3,24.0,130000.0,6,1,1,2,0,6,1,3,2.0
2023,4,44,17,321,2,40,3,30.0,400000.0,6,1,1,2,0,8,1,3,1.0
2023,4,44,17,321,1,40,3,50.0,460000.0,6,1,1,2,0,6,1,1,2.0
2023,4,44,17,164,2,37,3,40.0,600000.0,6,1,1,2,0,7,1,3,2.0
2023,4,42,27,326,1,42,2,30.0,158000.0,1,3,1,2,0,9,2,1,2.0
2023,4,42,27,326,2,40,3,9.0,56000.0,5,4,1,1,1,6,2,1,2.0
2023,4,40,23,347,1,49,2,48.0,290000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,23,347,2,50,3,21.0,88000.0,2,3,1,2,0,2,1,1,2.0
2023,4,40,23,347,1,19,3,40.0,200000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,23,347,1,22,3,40.0,140000.0,2,4,1,2,0,2,1,2,2.0
2023,4,40,23,269,2,57,2,20.0,75000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,23,325,2,59,2,4.0,10000.0,3,4,1,2,0,4,2,2,2.0
2023,4,40,23,325,1,58,3,40.0,140000.0,1,4,1,2,0,2,2,3,2.0
2023,4,40,23,325,1,36,3,40.0,100000.0,3,4,1,2,0,4,2,2,2.0
2023,4,40,23,325,1,29,3,30.0,70000.0,3,4,1,2,0,4,2,1,2.0
2023,4,43,5,458,1,54,3,48.0,300000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,5,787,1,30,3,36.0,280000.0,3,1,1,2,0,4,2,1,2.0
2023,4,43,5,384,2,48,1,40.0,400000.0,6,1,1,2,0,6,1,1,2.0
2023,4,40,18,390,1,54,1,40.0,150000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,18,390,2,44,3,12.0,30000.0,4,4,1,2,0,4,1,1,2.0
2023,4,40,18,390,1,27,3,40.0,80000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,18,390,1,24,3,40.0,80000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,18,390,1,22,2,20.0,70000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,18,237,1,67,3,40.0,270000.0,4,1,1,2,0,4,1,1,1.0
2023,4,40,18,237,1,45,1,48.0,120000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,18,237,1,22,3,48.0,80000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,18,127,2,26,2,24.0,80000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,18,127,1,27,3,48.0,300000.0,4,1,1,2,0,4,1,1,1.0
2023,4,40,18,231,1,36,3,30.0,280000.0,5,1,1,2,0,7,2,3,1.0
2023,4,40,18,231,1,34,3,48.0,280000.0,5,1,1,2,0,7,2,3,2.0
2023,4,42,27,403,1,42,3,35.0,518000.0,6,1,1,2,0,7,1,1,1.0
2023,4,42,27,403,2,32,3,15.0,45674.0,4,4,1,2,0,4,1,1,2.0
2023,4,42,27,276,1,51,3,48.0,230000.0,3,1,1,2,0,4,2,1,2.0
2023,4,44,31,98,2,58,3,45.0,800000.0,6,12,1,2,0,7,1,3,1.0
2023,4,44,31,486,1,31,3,48.0,300000.0,5,1,1,2,0,7,2,3,2.0
2023,4,44,31,99,2,43,3,30.0,582000.0,5,1,1,2,0,6,2,3,1.0
2023,4,44,20,102,2,47,3,44.0,240000.0,5,1,1,2,0,6,2,1,2.0
2023,4,44,20,237,2,55,1,84.0,250000.0,3,3,1,2,0,4,2,1,3.0
2023,4,44,20,237,1,37,3,16.0,80000.0,2,3,1,2,0,2,1,1,3.0
2023,4,44,20,237,1,19,3,48.0,290000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,23,235,2,62,3,40.0,60000.0,2,1,1,2,0,2,1,3,2.0
2023,4,40,23,235,1,39,3,44.0,300000.0,3,1,1,2,0,4,2,2,2.0
2023,4,44,17,177,2,44,3,65.0,310000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,23,399,2,26,3,18.0,83000.0,3,1,1,2,0,4,2,1,2.0
2023,4,40,23,399,1,31,3,54.0,324000.0,3,1,1,2,0,4,2,1,2.0
2023,4,40,23,351,2,35,2,48.0,350000.0,5,1,1,2,0,7,2,1,2.0
2023,4,40,23,349,1,35,3,18.0,200000.0,5,4,1,2,0,7,2,3,2.0
2023,4,43,38,103,1,42,3,48.0,290000.0,2,1,1,2,0,2,1,1,2.0
2023,4,40,29,362,1,53,3,40.0,350000.0,6,1,1,2,0,7,1,1,1.0
2023,4,40,29,362,2,53,3,25.0,250000.0,6,1,1,2,0,6,1,1,1.0
2023,4,40,18,242,1,31,3,48.0,180000.0,5,1,1,2,0,7,2,1,2.0
2023,4,40,18,242,1,28,3,48.0,100000.0,4,4,1,2,0,4,1,1,2.0
2023,4,40,18,242,1,27,3,48.0,120000.0,5,4,1,1,1,7,2,1,2.0
2023,4,42,27,302,1,23,3,30.0,100000.0,4,1,1,2,0,4,1,1,1.0
2023,4,43,4,803,1,42,3,80.0,400000.0,2,1,1,2,0,2,1,1,2.0
2023,4,44,20,157,2,33,3,25.0,680000.0,6,1,1,2,0,7,1,1,2.0
2023,4,44,20,112,1,45,3,48.0,200000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,14,117,1,51,2,48.0,300000.0,1,4,1,2,0,2,2,1,2.0
2023,4,43,14,117,2,47,2,48.0,100000.0,4,4,1,2,0,4,1,1,2.0
2023,4,43,14,117,1,26,3,40.0,400000.0,4,1,1,2,0,4,1,1,2.0
2023,4,43,14,172,1,55,3,30.0,380000.0,4,1,1,2,0,4,1,1,1.0
2023,4,43,14,172,2,55,3,35.0,400000.0,6,1,1,2,0,6,1,1,1.0
2023,4,40,23,349,2,25,3,40.0,165000.0,6,4,1,2,0,6,1,1,3.0
2023,4,40,23,183,2,46,3,33.0,414000.0,6,1,1,2,0,6,1,1,1.0
2023,4,40,23,325,1,40,3,48.0,100000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,23,325,2,41,3,12.0,133200.0,4,3,1,2,0,4,1,1,2.0
2023,4,40,23,325,1,22,3,48.0,150000.0,4,1,1,2,0,4,1,1,2.0
2023,4,40,23,364,2,36,3,48.0,300000.0,5,1,1,2,0,6,2,2,2.0
2023,4,40,23,236,1,72,3,48.0,200000.0,5,1,1,2,0,7,2,5,2.0
2023,4,40,23,241,2,58,3,12.0,76800.0,2,4,1,2,0,2,1,3,2.0
2023,4,40,23,241,1,28,3,48.0,96000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,29,437,2,39,3,25.0,180000.0,6,12,1,2,0,6,1,1,1.0
2023,4,40,29,357,1,57,2,8.0,60000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,29,357,1,40,3,40.0,200000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,29,357,2,37,2,32.0,183000.0,2,4,1,2,0,2,1,1,2.0
2023,4,40,29,357,2,57,3,6.0,28000.0,1,4,2,2,0,2,2,2,2.0
2023,4,40,29,395,2,28,3,4.0,107600.0,1,1,1,2,0,3,2,1,1.0
2023,4,40,29,395,2,32,3,6.0,99300.0,3,4,1,2,0,4,2,1,2.0
2023,4,43,4,648,2,62,2,6.0,140000.0,4,12,1,2,0,4,1,1,2.0
2023,4,43,4,1146,2,28,2,84.0,70000.0,5,4,1,1,1,6,2,1,2.0
2023,4,40,29,383,2,33,2,12.0,20000.0,6,2,1,2,0,6,1,1,2.0
2023,4,40,29,356,2,46,3,40.0,170000.0,6,1,1,2,0,7,1,1,1.0
2023,4,40,29,356,1,46,3,40.0,170000.0,6,1,1,2,0,7,1,1,1.0
2023,4,40,29,462,2,42,3,44.0,140000.0,6,1,1,2,0,6,1,1,2.0
2023,4,40,29,462,2,44,3,48.0,200000.0,6,1,1,2,0,6,1,2,2.0
2023,4,43,14,152,1,45,3,48.0,340000.0,2,1,1,2,0,2,1,1,2.0
2023,4,43,14,104,1,29,2,48.0,70000.0,5,4,1,1,1,6,2,1,2.0
2023,4,43,14,104,2,26,3,20.0,100000.0,6,1,1,2,0,6,1,1,2.0
2023,4,40,25,380,1,45,2,16.0,138000.0,2,1,1,2,0,2,1,1,2.0
2023,4,40,25,121,1,29,3,48.0,192000.0,4,4,1,2,0,4,1,1,2.0
2023,4,40,25,140,1,46,3,56.0,400000.0,4,1,1,2,0,4,1,3,1.0
2023,4,41,7,300,2,46,3,40.0,275000.0,6,1,1,2,0,6,1,1,1.0
2023,4,44,17,401,2,27,3,12.0,89500.0,3,4,1,2,0,4,2,1,1.0
2023,4,44,31,158,2,53,3,35.0,280000.0,4,1,1,2,0,4,1,1,1.0
2023,4,44,31,158,2,32,3,45.0,321000.0,4,1,1,2,0,4,1,1,2.0
2023,4,44,31,158,1,31,3,35.0,108000.0,3,4,1,1,1,4,2,1,1.0
2023,4,42,26,215,1,40,3,48.0,250000.0,2,1,1,2,0,2,1,1,2.0
2023,4,42,26,122,1,36,3,44.0,300000.0,6,1,1,2,0,7,1,1,2.0
2023,4,43,38,141,1,53,2,40.0,400000.0,3,4,1,2,0,4,2,1,2.0
2023,4,40,29,340,1,36,3,48.0,140000.0,3,1,1,2,0,4,2,1,2.0
2023,4,40,29,340,2,41,2,25.0,298600.0,3,1,1,2,0,4,2,1,2.0
2023,4,44,31,100,1,63,3,35.0,360000.0,4,1,1,2,0,4,1,3,1.0
2023,4,44,31,155,1,56,3,45.0,525000.0,4,1,1,2,0,4,1,3,2.0
2023,4,1,33,2431,2,46,3,3.0,157000.0,3,4,1,2,0,4,2,3,2.0
2023,4,1,33,4054,2,43,3,40.0,400000.0,6,1,1,2,0,7,1,1,2.0
2023,4,1,33,4054,1,46,3,40.0,450000.0,5,1,1,2,0,7,2,1,1.0
2023,4,43,4,727,1,36,2,60.0,70000.0,4,4,1,2,0,4,1,1,2.0
2023,4,43,4,727,2,33,2,60.0,115500.0,4,4,1,2,0,4,1,1,2.0
2023,4,43,14,95,1,18,3,24.0,90000.0,3,4,1,2,0,4,2,1,2.0
2023,4,41,15,433,1,27,3,48.0,320000.0,4,1,1,2,0,4,1,1,2.0
2023,4,41,15,245,1,43,3,40.0,300000.0,2,4,1,2,0,2,1,1,2.0
2023,4,41,15,140,2,44,3,20.0,106000.0,4,4,1,2,0,4,1,2,2.0
2023,4,41,15,140,1,50,2,25.0,160000.0,2,4,1,2,0,2,1,4,2.0
2023,4,40,25,186,1,60,3,25.0,179500.0,4,1,1,2,0,4,1,1,1.0
2023,4,40,25,186,2,57,3,25.0,200000.0,6,1,1,2,0,6,1,1,1.0
2023,4,40,25,182,2,18,3,20.0,200000.0,4,4,1,2,0,4,1,1,2.0
2023,4,40,23,315,1,42,3,48.0,430000.0,6,1,1,2,0,6,1,1,2.0
2023,4,44,31,268,1,36,1,46.0,6845000.0,5,4,1,2,0,6,2,3,2.0
2023,4,44,31,268,2,30,2,14.0,400000.0,4,4,1,2,0,4,1,2,2.0
2023,4,42,10,565,1,37,3,48.0,170000.0,3,1,1,2,0,4,2,1,1.0
2023,4,42,10,777,1,58,3,28.0,300000.0,2,1,1,2,0,2,1,1,1.0
2023,4,42,10,522,2,23,3,25.0,35600.0,3,4,1,2,0,4,2,1,2.0
2023,4,42,10,522,1,23,2,34.0,50000.0,2,4,1,2,0,2,1,1,2.0
2023,4,43,2,1338,2,37,3,5.0,201000.0,4,4,1,2,0,4,1,4,2.0
2023,4,43,2,1338,1,35,3,40.0,100000.0,4,4,1,2,0,4,1,4,2.0
2023,4,44,17,261,1,28,3,60.0,1000000.0,6,1,1,2,0,6,1,3,2.0
2023,4,44,17,621,1,46,3,84.0,780000.0,3,1,1,2,0,4,2,3,2.0
2023,4,44,17,279,1,20,3,48.0,250000.0,3,4,1,2,0,4,2,2,2.0
